,occurrences,word,rank,word_correct
21219,1, jetsum,81777,['jetsum']
21220,1, moonroofs,81776,['moonroofs']
21221,1, natty,81775,['natty']
21222,1, tonya,81774,['tonya']
21223,1, whooshing,81773,['whooshing']
21224,1, readline,81772,['readline']
21225,1, thied,81771,['thied']
21226,1, dingbats,81770,['dingbat']
21227,1, merryland,81769,['merryland']
21228,1, strech,81768,['strech']
21229,1, yoyos,81767,['yoyos']
21230,1, rolldown,81766,['rolldown']
21231,1, erich.lim,81765,['erich.lim']
21232,1, balzac,81764,['balzac']
21233,1, buggies,81763,['buggy']
21234,1, deploys,81762,['deploys']
21235,1, honore,81761,['honore']
21236,1, irk,81760,['irk']
21237,1, stong,81759,['stong']
21238,1, vilante,81758,['vilante']
21239,1, abbie,81757,['abbie']
21240,1, boattail,81756,['boattail']
21241,1, lynx.ps.uci.edu,81755,['lynx.ps.uci.edu']
21242,1, happpened,81754,['happpened']
21243,1, _impending,81753,['_impending']
21244,1, _requirements_,81752,['_requirements_']
21245,1, agip,81751,['agip']
21246,1, amsoil,81750,['amsoil']
21247,1, bead,81749,['bead']
21248,1, beforewarned,81748,['beforewarned']
21249,1, deflates,81747,['deflates']
21250,1, destructs,81746,['destructs']
21251,1, detergents,81745,['detergent']
21252,1, distillates,81744,['distillate']
21253,1, isopropanol,81743,['isopropanol']
21254,1, lengthen,81742,['lengthen']
21255,1, lockup_,81741,['lockup_']
21256,1, lubrimoly,81740,['lubrimoly']
21257,1, midas,81739,['midas']
21258,1, moly,81738,['moly']
21259,1, nokia,81737,['nokia']
21260,1, outperform,81736,['outperform']
21261,1, overtorque,81735,['overtorque']
21262,1, preceeds,81734,['preceeds']
21263,1, prinicipally,81733,['prinicipally']
21264,1, satified,81732,['satified']
21265,1, sauber,81731,['sauber']
21266,1, silicones,81730,['silicone']
21267,1, unlearning,81729,['unlearning']
21268,1, unnoticeable,81728,['unnoticeable']
21269,1, ventil,81727,['ventil']
21270,1, viscosities,81726,['viscosity']
21271,1, wurth,81725,['wurth']
21272,1, acceleration.they,81724,['acceleration.they']
21273,1, attemps,81723,['attemps']
21274,1, barryb,81722,['barryb']
21275,1, crysler's,81721,"[""crysler's""]"
21276,1, hehhehehehahaha,81720,['hehhehehehahaha']
21277,1, dishwashing,81719,['dishwashing']
21278,1, purchse,81718,['purchse']
21279,1, fcom.cc.utah.edu,81717,['fcom.cc.utah.edu']
21280,1, pontaic,81716,['pontaic']
21281,1, comparines,81715,['comparines']
21282,1, relpies,81714,['relpies']
21283,1, amigo,81713,['amigo']
21284,1, dexter,81712,['dexter']
21285,1, outdoorsey,81711,['outdoorsey']
21286,1, rec.autos.cr,81710,['rec.autos.cr']
21287,1, stabilizing,81709,['stabilizing']
21288,1, h.o,81708,['h.o']
21289,1, noisey,81707,['noisey']
21290,1, ecklar's,81706,"[""ecklar's""]"
21291,1, outfitting,81705,['outfitting']
21292,1, participaants,81704,['participaants']
21293,1, rec.autos.saab,81703,['rec.autos.saab']
21294,1, rethread,81702,['rethread']
21295,1, theads,81701,['theads']
21296,1, uberer,81700,['uberer']
21297,1, acto,81699,['acto']
21298,1, toyokogio,81698,['toyokogio']
21299,1, kugel,81697,['kugel']
21300,1, westmark.com,81696,['westmark.com']
21301,1, thons,81695,['thons']
21302,1, notced,81694,['notced']
21303,1, ettore,81693,['ettore']
21304,1, fulvia,81692,['fulvia']
21305,1, illegitamate,81691,['illegitamate']
21306,1, morodor,81690,['morodor']
21307,1, motorcylclist,81689,['motorcylclist']
21308,1, svelt,81688,['svelt']
21309,1, codger,81687,['codger']
21310,1, chuck.lampman,81686,['chuck.lampman']
21311,1, gstrf.gatech.edu,81685,['gstrf.gatech.edu']
21312,1, lampman,81684,['lampman']
21313,1, chloro,81683,['chloro']
21314,1, fluorocarbons,81682,['fluorocarbon']
21315,1, subsitutes,81681,['subsitutes']
21316,1, sssssoooooooooooo,81680,['sssssoooooooooooo']
21317,1, neeraj,81679,['neeraj']
21318,1, outers,81678,['outers']
21319,1, expnesive,81677,['expnesive']
21320,1, irresistable,81676,['irresistable']
21321,1, lenghth,81675,['lenghth']
21322,1, market.is,81674,['market.is']
21323,1, wonderufl,81673,['wonderufl']
21324,1, blunier,81672,['blunier']
21325,1, uppity,81671,['uppity']
21326,1, faludi's,81670,"[""faludi's""]"
21327,1, jjmhome.uucp,81669,['jjmhome.uucp']
21328,1, laurie.mann,81668,['laurie.mann']
21329,1, lmann,81667,['lmann']
21330,1, manufactuing,81666,['manufactuing']
21331,1, skirts,81665,['skirt']
21332,1, decribe,81664,['decribe']
21333,1, soooooooo,81663,['soooooooo']
21334,1, kasten,81662,['kasten']
21335,1, alt.autos.rod,81661,['alt.autos.rod']
21336,1, alt.hotrod,81660,['alt.hotrod']
21337,1, karting,81659,['karting']
21338,1, overgeneralization,81658,['overgeneralization']
21339,1, rec.autos.antique,81657,['rec.autos.antique']
21340,1, rec.autos.driving,81656,['rec.autos.driving']
21341,1, rec.radio,81655,['rec.radio']
21342,1, romeos,81654,['romeo']
21343,1, spica,81653,['spica']
21344,1, talk.bizarre,81652,['talk.bizarre']
21345,1, webers,81651,['weber']
21346,1, deca.cs.umn.edu,81650,['deca.cs.umn.edu']
21347,1, mchase,81649,['mchase']
21348,1, autolite,81648,['autolite']
21349,1, fiesta,81647,['fiesta']
21350,1, platinums,81646,['platinum']
21351,1, coustomer,81645,['coustomer']
21352,1, coustomers,81644,['coustomers']
21353,1, deisel,81643,['deisel']
21354,1, detomaso,81642,['detomaso']
21355,1, doddek,81641,['doddek']
21356,1, lawnmowers,81640,['lawnmowers']
21357,1, prowel,81639,['prowel']
21358,1, uofi,81638,['uofi']
21359,1, camp.wpic.pitt.edu,81637,['camp.wpic.pitt.edu']
21360,1, exceedes,81636,['exceedes']
21361,1, pennsyvania,81635,['pennsyvania']
21362,1, prematurly,81634,['prematurly']
21363,1, wwhhhaatttt,81633,['wwhhhaatttt']
21364,1, humor_impaired,81632,['humor_impaired']
21365,1, linus.uucp,81631,['linus.uucp']
21366,1, skip_to,81630,['skip_to']
21367,1, vag,81629,['vag']
21368,1, responde,81628,['responde']
21369,1, cvility,81627,['cvility']
21370,1, arrrrgh,81626,['arrrrgh']
21371,1, beavis,81625,['beavis']
21372,1, dusted,81624,['dusted']
21373,1, braked,81623,['braked']
21374,1, exceeing,81622,['exceeing']
21375,1, ofuscated,81621,['ofuscated']
21376,1, scr.siemens.com,81620,['scr.siemens.com']
21377,1, tjo,81619,['tjo']
21378,1, grinds,81618,['grind']
21379,1, jayakumar,81617,['jayakumar']
21380,1, ecvt,81616,['ecvt']
21381,1, lonnnnnnnnggggg,81615,['lonnnnnnnnggggg']
21382,1, adsorb,81614,['adsorb']
21383,1, adsorbate,81613,['adsorbate']
21384,1, adsorbents,81612,['adsorbent']
21385,1, refrigeration,81611,['refrigeration']
21386,1, zeolite,81610,['zeolite']
21387,1, warpage,81609,['warpage']
21388,1, hcaprice,81608,['hcaprice']
21389,1, hickles,81607,['hickles']
21390,1, jeep's,81606,"[""jeep's""]"
21391,1, lincolns,81605,['lincoln']
21392,1, tload,81604,['tload']
21393,1, vics,81603,['vics']
21394,1, abingdon.sun.com,81602,['abingdon.sun.com']
21395,1, ai.gtri.gatech.edu,81601,['ai.gtri.gatech.edu']
21396,1, aries.east.sun.com,81600,['aries.east.sun.com']
21397,1, autocross,81599,['autocross']
21398,1, autox,81598,['autox']
21399,1, cblpf.att.com,81597,['cblpf.att.com']
21400,1, cimage.com,81596,['cimage.com']
21401,1, diginst,81595,['diginst']
21402,1, fairlady,81594,['fairlady']
21403,1, gnx,81593,['gnx']
21404,1, harvester,81592,['harvester']
21405,1, hpfctjc.fc.hp.com,81591,['hpfctjc.fc.hp.com']
21406,1, ihc,81590,['ihc']
21407,1, inquirys,81589,['inquiry']
21408,1, jim.uucp,81588,['jim.uucp']
21409,1, jjn,81587,['jjn']
21410,1, jtc,81586,['jtc']
21411,1, mazdas,81585,['mazdas']
21412,1, me.rochester.edu,81584,['me.rochester.edu']
21413,1, merkurs,81583,['merkurs']
21414,1, network.mhs.compuserve.com,81582,['network.mhs.compuserve.com']
21415,1, oar.net,81581,['oar.net']
21416,1, pcad.uucp,81580,['pcad.uucp']
21417,1, pdxracer,81579,['pdxracer']
21418,1, pegasus.mitre.org,81578,['pegasus.mitre.org']
21419,1, porschephiles,81577,['porschephiles']
21420,1, quack.sac.ca.us,81576,['quack.sac.ca.us']
21421,1, racefab,81575,['racefab']
21422,1, radius.com,81574,['radius.com']
21423,1, sol.asl.hitachi.com,81573,['sol.asl.hitachi.com']
21424,1, swedishbricks,81572,['swedishbricks']
21425,1, tta.com,81571,['tta.com']
21426,1, validgh.com,81570,['validgh.com']
21427,1, vicor.com,81569,['vicor.com']
21428,1, wheeltowheel,81568,['wheeltowheel']
21429,1, wupost.wustl.edu,81567,['wupost.wustl.edu']
21430,1, ymir.claremont.edu,81566,['ymir.claremont.edu']
21431,1, impalla,81565,['impalla']
21432,1, orca,81564,['orca']
21433,1, tweeks,81563,['tweeks']
21434,1, seb,81562,['seb']
21435,1, hounding,81561,['hounding']
21436,1, larry_rogers,81560,['larry_rogers']
21437,1, kickdoen,81559,['kickdoen']
21438,1, ujoint,81558,['ujoint']
21439,1, sanest,81557,['sanest']
21440,1, mookie.mc.duke.edu,81556,['mookie.mc.duke.edu']
21441,1, nvram,81555,['nvram']
21442,1, poweroff,81554,['poweroff']
21443,1, thomsom,81553,['thomsom']
21444,1, timekeeper,81552,['timekeeper']
21445,1, are's,81551,"[""are's""]"
21446,1, bfg,81550,['bfg']
21447,1, ornament,81549,['ornament']
21448,1, _cubed_,81548,['_cubed_']
21449,1, dissappoint,81547,['dissappoint']
21450,1, qbar,81546,['qbar']
21451,1, tatsuro,81545,['tatsuro']
21452,1, toyoda,81544,['toyoda']
21453,1, decoys,81543,['decoy']
21454,1, automaticaly,81542,['automaticaly']
21455,1, pickup's,81541,"[""pickup's""]"
21456,1, tailgaters,81540,['tailgater']
21457,1, _very,81539,['_very']
21458,1, dodgey_,81538,['dodgey_']
21459,1, crusier,81537,['crusier']
21460,1, setteled,81536,['setteled']
21461,1, jittlov,81535,['jittlov']
21462,1, neptune.cs.caltech.edu,81534,['neptune.cs.caltech.edu']
21463,1, server.caltech.edu,81533,['server.caltech.edu']
21464,1, roofline,81532,['roofline']
21465,1, arethe,81531,['arethe']
21466,1, explanatin,81530,['explanatin']
21467,1, samerun,81529,['samerun']
21468,1, cirlce,81528,['cirlce']
21469,1, quad.wfunet.wfu.edu,81527,['quad.wfunet.wfu.edu']
21470,1, spooled,81526,['spooled']
21471,1, turbo's,81525,"[""turbo's""]"
21472,1, zippppppppppp,81524,['zippppppppppp']
21473,1, knive,81523,['knive']
21474,1, sven's,81522,"[""sven's""]"
21475,1, tomblin,81521,['tomblin']
21476,1, faw.uni,81520,['faw.uni']
21477,1, scheer,81519,['scheer']
21478,1, thanxxxx,81518,['thanxxxx']
21479,1, bidet,81517,['bidet']
21480,1, floorpan,81516,['floorpan']
21481,1, kking,81515,['kking']
21482,1, mould,81514,['mould']
21483,1, boththe,81513,['boththe']
21484,1, buring,81512,['buring']
21485,1, dampenned,81511,['dampenned']
21486,1, hiogh,81510,['hiogh']
21487,1, rebuid,81509,['rebuid']
21488,1, spanps,81508,['spanps']
21489,1, stomberg,81507,['stomberg']
21490,1, topto,81506,['topto']
21491,1, whire,81505,['whire']
21492,1, housemate,81504,['housemate']
21493,1, mcrware,81503,['mcrware']
21494,1, dql,81502,['dql']
21495,1, harebell.egr.uh.edu,81501,['harebell.egr.uh.edu']
21496,1, murcury,81500,['murcury']
21497,1, outsellin,81499,['outsellin']
21498,1, chichak,81498,['chichak']
21499,1, namao,81497,['namao']
21500,1, namao.uucp,81496,['namao.uucp']
21501,1, fazah,81495,['fazah']
21502,1, leefing,81494,['leefing']
21503,1, agi,81493,['agi']
21504,1, airtbags,81492,['airtbags']
21505,1, bur,81491,['bur']
21506,1, heavbier,81490,['heavbier']
21507,1, insistede,81489,['insistede']
21508,1, inwards,81488,['inwards']
21509,1, occupents,81487,['occupents']
21510,1, realizer,81486,['realizer']
21511,1, tps.enet.dec.com,81485,['tps.enet.dec.com']
21512,1, paraghaph,81484,['paraghaph']
21513,1, chattery,81483,['chattery']
21514,1, din't,81482,"[""din't""]"
21515,1, grabby,81481,['grabby']
21516,1, acrobatics,81480,['acrobatics']
21517,1, flowmaster,81479,['flowmaster']
21518,1, gkirkaldie,81478,['gkirkaldie']
21519,1, kirkaldie,81477,['kirkaldie']
21520,1, sanity.tdkcs.waterloo.on.ca,81476,['sanity.tdkcs.waterloo.on.ca']
21521,1, shitted,81475,['shitted']
21522,1, almach.caltech.edu,81474,['almach.caltech.edu']
21523,1, aptible,81473,['aptible']
21524,1, kenworths,81472,['kenworths']
21525,1, multicylinder,81471,['multicylinder']
21526,1, viper's,81470,"[""viper's""]"
21527,1, attainable,81469,['attainable']
21528,1, neophyte,81468,['neophyte']
21529,1, ossek.nrl.navy.mil,81467,['ossek.nrl.navy.mil']
21530,1, snowboarding,81466,['snowboarding']
21531,1, wojciech,81465,['wojciech']
21532,1, apollo.ch.hp.com,81464,['apollo.ch.hp.com']
21533,1, blf,81463,['blf']
21534,1, frishberg,81462,['frishberg']
21535,1, joyride,81461,['joyride']
21536,1, protectant,81460,['protectant']
21537,1, _car,81459,['_car']
21538,1, _sho,81458,['_sho']
21539,1, backseat,81457,['backseat']
21540,1, chipping,81456,['chipping']
21541,1, crxs,81455,['crxs']
21542,1, driver_,81454,['driver_']
21543,1, florescent,81453,['florescent']
21544,1, grope,81452,['grope']
21545,1, inexplicably,81451,['inexplicably']
21546,1, jekyll,81450,['jekyll']
21547,1, jolted,81449,['jolted']
21548,1, oscillated,81448,['oscillated']
21549,1, registry_,81447,['registry_']
21550,1, scrabbling,81446,['scrabbling']
21551,1, sedately,81445,['sedately']
21552,1, shogun,81444,['shogun']
21553,1, skitter,81443,['skitter']
21554,1, smoothest,81442,['smoothest']
21555,1, squealing,81441,['squealing']
21556,1, stenciled,81440,['stenciled']
21557,1, sweetest,81439,['sweetest']
21558,1, tauter,81438,['tauter']
21559,1, tollways,81437,['tollways']
21560,1, droped,81436,['droped']
21561,1, ollie.solbourne.com,81435,['ollie.solbourne.com']
21562,1, autostrade,81434,['autostrade']
21563,1, barges,81433,['barge']
21564,1, daffy.sps.mot.com,81432,['daffy.sps.mot.com']
21565,1, ibmoto.com,81431,['ibmoto.com']
21566,1, mardi,81430,['mardi']
21567,1, marquee,81429,['marquee']
21568,1, marquees,81428,['marquee']
21569,1, mb's,81427,"[""mb's""]"
21570,1, mercs,81426,['mercs']
21571,1, misperception,81425,['misperception']
21572,1, poise,81424,['poise']
21573,1, smelliest,81423,['smelliest']
21574,1, auberer,81422,['auberer']
21575,1, hatchbacks,81421,['hatchback']
21576,1, severities,81420,['severity']
21577,1, aftercooler,81419,['aftercooler']
21578,1, aftercoolers,81418,['aftercoolers']
21579,1, gismo,81417,['gismo']
21580,1, hepner,81416,['hepner']
21581,1, chohan,81415,['chohan']
21582,1, connivance,81414,['connivance']
21583,1, digestification,81413,['digestification']
21584,1, explscript,81412,['explscript']
21585,1, harpal,81411,['harpal']
21586,1, montly,81410,['montly']
21587,1, mydir,81409,['mydir']
21588,1, newwelty,81408,['newwelty']
21589,1, dchan,81407,['dchan']
21590,1, fliud,81406,['fliud']
21591,1, northpole.med.uvm.edu,81405,['northpole.med.uvm.edu']
21592,1, servive,81404,['servive']
21593,1, zealander,81403,['zealander']
21594,1, merkin,81402,['merkin']
21595,1, peugot,81401,['peugot']
21596,1, beatiful,81400,['beatiful']
21597,1, zagato,81399,['zagato']
21598,1, decut,81398,['decut']
21599,1, jdc.gss.mot.com,81397,['jdc.gss.mot.com']
21600,1, asd.sgi.com,81396,['asd.sgi.com']
21601,1, xlt,81395,['xlt']
21602,1, chryco,81394,['chryco']
21603,1, desiscion,81393,['desiscion']
21604,1, chipboard,81392,['chipboard']
21605,1, halibut.nosc.mil,81391,['halibut.nosc.mil']
21606,1, roadtrips,81390,['roadtrips']
21607,1, toneau,81389,['toneau']
21608,1, acc'l,81388,"[""acc'l""]"
21609,1, dsg,81387,['dsg']
21610,1, laredo,81386,['laredo']
21611,1, yjs,81385,['yjs']
21612,1, coswoths,81384,['coswoths']
21613,1, founbd,81383,['founbd']
21614,1, insurable,81382,['insurable']
21615,1, rbs,81381,['rb']
21616,1, sawtooth.idaho.amdahl.com,81380,['sawtooth.idaho.amdahl.com']
21617,1, targhee.idaho.amdahl.com,81379,['targhee.idaho.amdahl.com']
21618,1, kenw,81378,['kenw']
21619,1, netaxs.com,81377,['netaxs.com']
21620,1, floormats,81376,['floormats']
21621,1, picasso.ocis.temple.edu,81375,['picasso.ocis.temple.edu']
21622,1, niggles,81374,['niggles']
21623,1, repentently,81373,['repentently']
21624,1, shrugs,81372,['shrug']
21625,1, tehy're,81371,"[""tehy're""]"
21626,1, temr,81370,['temr']
21627,1, tset,81369,['tset']
21628,1, volskwagen,81368,['volskwagen']
21629,1, chaine,81367,['chaine']
21630,1, deperate,81366,['deperate']
21631,1, insuance,81365,['insuance']
21632,1, nj's,81364,"[""nj's""]"
21633,1, ochaine,81363,['ochaine']
21634,1, releived,81362,['releived']
21635,1, soothe,81361,['soothe']
21636,1, bernardo,81360,['bernardo']
21637,1, g.k.khalsa,81359,['g.k.khalsa']
21638,1, csuohio.edu,81358,['csuohio.edu']
21639,1, martel,81357,['martel']
21640,1, nuss,81356,['nu']
21641,1, tyson,81355,['tyson']
21642,1, pressureing,81354,['pressureing']
21643,1, hooped,81353,['hooped']
21644,1, hotspare.arc.nasa.gov,81352,['hotspare.arc.nasa.gov']
21645,1, earler,81351,['earler']
21646,1, gvw,81350,['gvw']
21647,1, stabilizer,81349,['stabilizer']
21648,1, rehosted,81348,['rehosted']
21649,1, cutlas,81347,['cutlas']
21650,1, wondolowski,81346,['wondolowski']
21651,1, gearboxes,81345,['gearbox']
21652,1, freewayin,81344,['freewayin']
21653,1, hilly,81343,['hilly']
21654,1, reimbursment,81342,['reimbursment']
21655,1, surpisingly,81341,['surpisingly']
21656,1, acf,81340,['acf']
21657,1, cabriolet,81339,['cabriolet']
21658,1, suberb,81338,['suberb']
21659,1, jsv,81337,['jsv']
21660,1, math.canterbury.ac.nz,81336,['math.canterbury.ac.nz']
21661,1, visch,81335,['visch']
21662,1, buffing,81334,['buffing']
21663,1, cheesecloth,81333,['cheesecloth']
21664,1, humudity,81332,['humudity']
21665,1, preheating,81331,['preheating']
21666,1, bedsheet,81330,['bedsheet']
21667,1, davetorok,81329,['davetorok']
21668,1, rdg,81328,['rdg']
21669,1, surcharge,81327,['surcharge']
21670,1, torok,81326,['torok']
21671,1, towner,81325,['towner']
21672,1, firesign,81324,['firesign']
21673,1, canc.byu.edu,81323,['canc.byu.edu']
21674,1, girlfriends,81322,['girlfriend']
21675,1, manufaturer,81321,['manufaturer']
21676,1, pedalling,81320,['pedalling']
21677,1, servor,81319,['servor']
21678,1, uderstand,81318,['uderstand']
21679,1, wieda,81317,['wieda']
21680,1, knick,81316,['knick']
21681,1, peaceless,81315,['peaceless']
21682,1, camary,81314,['camary']
21683,1, mitsubushi,81313,['mitsubushi']
21684,1, toyota's,81312,"[""toyota's""]"
21685,1, counterweight,81311,['counterweight']
21686,1, counterweighting,81310,['counterweighting']
21687,1, thundershowers,81309,['thundershower']
21688,1, munber,81308,['munber']
21689,1, sheinfel,81307,['sheinfel']
21690,1, sheinfeld,81306,['sheinfeld']
21691,1, dicked,81305,['dicked']
21692,1, derivations,81304,['derivation']
21693,1, protoge,81303,['protoge']
21694,1, sunbird,81302,['sunbird']
21695,1, upscale,81301,['upscale']
21696,1, carburettor,81300,['carburettor']
21697,1, gopinath,81299,['gopinath']
21698,1, hitopadesha,81298,['hitopadesha']
21699,1, recondition,81297,['recondition']
21700,1, sudhindranath,81296,['sudhindranath']
21701,1, tnn's,81295,"[""tnn's""]"
21702,1, biggot,81294,['biggot']
21703,1, picturing,81293,['picturing']
21704,1, roader,81292,['roader']
21705,1, eai.iastate.edu,81291,['eai.iastate.edu']
21706,1, advacne,81290,['advacne']
21707,1, folddow,81289,['folddow']
21708,1, maintenanability,81288,['maintenanability']
21709,1, seet,81287,['seet']
21710,1, spped,81286,['spped']
21711,1, voodoo.boeing.com,81285,['voodoo.boeing.com']
21712,1, arlen.r.martin,81284,['arlen.r.martin']
21713,1, chevies,81283,['chevies']
21714,1, greasing,81282,['greasing']
21715,1, ceaseless,81281,['ceaseless']
21716,1, infinty,81280,['infinty']
21717,1, xxxsl,81279,['xxxsl']
21718,1, supercoupe,81278,['supercoupe']
21719,1, irregularites,81277,['irregularites']
21720,1, cluthch,81276,['cluthch']
21721,1, engagemen,81275,['engagemen']
21722,1, microwave.gsfc.nasa.gov,81274,['microwave.gsfc.nasa.gov']
21723,1, nucci,81273,['nucci']
21724,1, nucciarone's,81272,"[""nucciarone's""]"
21725,1, tragics,81271,['tragics']
21726,1, wibble,81270,['wibble']
21727,1, antilock,81269,['antilock']
21728,1, berreta,81268,['berreta']
21729,1, nicities,81267,['nicities']
21730,1, bumf,81266,['bumf']
21731,1, butm,81265,['butm']
21732,1, hq'ed,81264,"[""hq'ed""]"
21733,1, st.farm,81263,['st.farm']
21734,1, fecteau,81262,['fecteau']
21735,1, iggy,81261,['iggy']
21736,1, suspention,81260,['suspention']
21737,1, sanjai,81259,['sanjai']
21738,1, berendinus,81258,['berendinus']
21739,1, gabrin,81257,['gabrin']
21740,1, hoeger,81256,['hoeger']
21741,1, hoegertrafik,81255,['hoegertrafik']
21742,1, ivanhoe,81254,['ivanhoe']
21743,1, jaerfaella,81253,['jaerfaella']
21744,1, kega,81252,['kega']
21745,1, nobeltech,81251,['nobeltech']
21746,1, zeeland,81250,['zeeland']
21747,1, hslrswi.hasler.ascom.ch,81249,['hslrswi.hasler.ascom.ch']
21748,1, stucked,81248,['stucked']
21749,1, harjeet,81247,['harjeet']
21750,1, hsk,81246,['hsk']
21751,1, microplex.com,81245,['microplex.com']
21752,1, centreforce,81244,['centreforce']
21753,1, broughams,81243,['brougham']
21754,1, caprice's,81242,"[""caprice's""]"
21755,1, impalas,81241,['impala']
21756,1, junked,81240,['junked']
21757,1, lapped,81239,['lapped']
21758,1, spongey,81238,['spongey']
21759,1, tbi,81237,['tbi']
21760,1, vic's,81236,"[""vic's""]"
21761,1, vins,81235,['vins']
21762,1, yorkers,81234,['yorkers']
21763,1, reabet,81233,['reabet']
21764,1, pontiac's,81232,"[""pontiac's""]"
21765,1, scholz,81231,['scholz']
21766,1, hemmings,81230,['hemmings']
21767,1, soltrain,81229,['soltrain']
21768,1, autocar,81228,['autocar']
21769,1, exhilirating,81227,['exhilirating']
21770,1, mark.rice,81226,['mark.rice']
21771,1, adjuster,81225,['adjuster']
21772,1, recto,81224,['recto']
21773,1, jby,81223,['jby']
21774,1, scariest,81222,['scariest']
21775,1, towels,81221,['towel']
21776,1, ciarletta,81220,['ciarletta']
21777,1, vise,81219,['vise']
21778,1, spila,81218,['spila']
21779,1, tspila,81217,['tspila']
21780,1, hahaha,81216,['hahaha']
21781,1, stardog,81215,['stardog']
21782,1, xqzmoi.enet.dec.com,81214,['xqzmoi.enet.dec.com']
21783,1, looove,81213,['looove']
21784,1, oooooohhhhh,81212,['oooooohhhhh']
21785,1, merlin.dev.cdx.mot.com,81211,['merlin.dev.cdx.mot.com']
21786,1, dickering,81210,['dickering']
21787,1, anshin,81209,['anshin']
21788,1, dekiru,81208,['dekiru']
21789,1, desu,81207,['desu']
21790,1, irasshaimasen,81206,['irasshaimasen']
21791,1, itsu,81205,['itsu']
21792,1, jinsei,81204,['jinsei']
21793,1, kami,81203,['kami']
21794,1, kara,81202,['kara']
21795,1, kurou,81201,['kurou']
21796,1, sama,81200,['sama']
21797,1, sayoonara,81199,['sayoonara']
21798,1, semete,81198,['semete']
21799,1, shimau,81197,['shimau']
21800,1, umarete,81196,['umarete']
21801,1, yatto,81195,['yatto']
21802,1, mutiny,81194,['mutiny']
21803,1, passat's,81193,"[""passat's""]"
21804,1, slushbox,81192,['slushbox']
21805,1, buzy,81191,['buzy']
21806,1, buzyna,81190,['buzyna']
21807,1, internetwork,81189,['internetwork']
21808,1, network.com,81188,['network.com']
21809,1, windshild,81187,['windshild']
21810,1, uniwa.uwa.oz.au,81186,['uniwa.uwa.oz.au']
21811,1, dalls,81185,['dalls']
21812,1, detested,81184,['detested']
21813,1, corrado's,81183,"[""corrado's""]"
21814,1, hauls,81182,['haul']
21815,1, stickered,81181,['stickered']
21816,1, pickpockets,81180,['pickpocket']
21817,1, hsien,81179,['hsien']
21818,1, hubertc,81178,['hubertc']
21819,1, whistle.cs.berkeley.edu,81177,['whistle.cs.berkeley.edu']
21820,1, nwe,81176,['nwe']
21821,1, recentyl,81175,['recentyl']
21822,1, caddie,81174,['caddie']
21823,1, eldorado,81173,['eldorado']
21824,1, fleetwood,81172,['fleetwood']
21825,1, lincon,81171,['lincon']
21826,1, bonsib,81170,['bonsib']
21827,1, cac.stratus.com,81169,['cac.stratus.com']
21828,1, sbonsib,81168,['sbonsib']
21829,1, guynn,81167,['guynn']
21830,1, mkii,81166,['mkii']
21831,1, octagon,81165,['octagon']
21832,1, ouththere,81164,['ouththere']
21833,1, soontobe,81163,['soontobe']
21834,1, taillamp,81162,['taillamp']
21835,1, taillamps,81161,['taillamps']
21836,1, _model_,81160,['_model_']
21837,1, carerras,81159,['carerras']
21838,1, lietsr,81158,['lietsr']
21839,1, revvers,81157,['revvers']
21840,1, hahahahahahahahahahaha,81156,['hahahahahahahahahahaha']
21841,1, bep,81155,['bep']
21842,1, maplewood,81154,['maplewood']
21843,1, puryear,81153,['puryear']
21844,1, fahrvergnuegen,81152,['fahrvergnuegen']
21845,1, ita.lgc.com,81151,['ita.lgc.com']
21846,1, paquette,81150,['paquette']
21847,1, tpaquette,81149,['tpaquette']
21848,1, lugs,81148,['lug']
21849,1, xjohn,81147,['xjohn']
21850,1, xtires,81146,['xtires']
21851,1, torgue,81145,['torgue']
21852,1, festiva,81144,['festiva']
21853,1, lebaron,81143,['lebaron']
21854,1, _infinately_,81142,['_infinately_']
21855,1, bimbo,81141,['bimbo']
21856,1, remar,81140,['remar']
21857,1, salesman's,81139,"[""salesman's""]"
21858,1, sutton's,81138,"[""sutton's""]"
21859,1, trouped,81137,['trouped']
21860,1, tusone,81136,['tusone']
21861,1, flex'n,81135,"[""flex'n""]"
21862,1, unimproved,81134,['unimproved']
21863,1, sloan's,81133,"[""sloan's""]"
21864,1, aquaintence,81132,['aquaintence']
21865,1, dyndata,81131,['dyndata']
21866,1, dyndata.com,81130,['dyndata.com']
21867,1, everhart,81129,['everhart']
21868,1, rhorane,81128,['rhorane']
21869,1, se.houston.geoquest.slb.co,81127,['se.houston.geoquest.slb.co']
21870,1, barnesm,81126,['barnesm']
21871,1, suddnely,81125,['suddnely']
21872,1, uphill,81124,['uphill']
21873,1, vavau.corp.sun.com,81123,['vavau.corp.sun.com']
21874,1, bobsledding,81122,['bobsledding']
21875,1, espace,81121,['espace']
21876,1, ansa,81120,['ansa']
21877,1, exhausts.has,81119,['exhausts.has']
21878,1, leistritz,81118,['leistritz']
21879,1, pacesetter,81117,['pacesetter']
21880,1, remus,81116,['remus']
21881,1, states.please,81115,['states.please']
21882,1, welker,81114,['welker']
21883,1, unbelieveably,81113,['unbelieveably']
21884,1, civilizing,81112,['civilizing']
21885,1, roadways,81111,['roadway']
21886,1, unwieldy,81110,['unwieldy']
21887,1, maloney,81109,['maloney']
21888,1, robertll,81108,['robertll']
21889,1, fleeted,81107,['fleeted']
21890,1, scalds,81106,['scald']
